COD_PRODUTO;PRODUTO;GRUPO;SUBGRUPO; ULTIMO_CUSTO ;REFERENCIA;MARCA;COD_BARRAS;NCM;DESCRICAO_RESUMIDA;CEST;COD_BARRAS_NF
4323;ENVELOPE OURO 16x22cm KRAFT OURO - FORONI;ESCRITÓRIO E INFORMÁTICA;ENVELOPES; R$ 0,15 ;18.2723-4;FORONI;4323;48171000;ENVELOPE OURO 16x22cm KRAFT OURO - FORONI;1901900;7896212687237
4346;CANETA PARA TECIDO AZUL TURQUESA ACRILPEN 501 - ACRILEX;MATERIAIS;CANETAS; R$ 4,83 ;4412501;ACRILEX;7891153044323;96082000;CANETA PARA TECIDO AZUL TURQUESA ACRILPEN 501 - ACRILEX;1902800;7891153830940
4347;CANETA PARA TECIDO VERDE MUSGO ACRILPEN 513 - ACRILEX;MATERIAIS;CANETAS; R$ 4,83 ;44120513;ACRILEX;7891153044361;96082000;CANETA PARA TECIDO VERDE MUSGO ACRILPEN 513 - ACRILEX;1902800;7891153830988
4348;CANETA PARA TECIDO MARROM ACRILPEN 531- ACRILEX;MATERIAIS;CANETAS; R$ 4,83 ;44120531;ACRILEX;7891153044408;96082000;CANETA PARA TECIDO MARROM ACRILPEN 531- ACRILEX;1902800;7891153840024
4369;TALAGARÇA BRANCA;MATERIAIS;TELAS; R$ 11,87 ;;;4369;52081100;TALAGARÇA BRANCA;2806000;
4376;PLASTICO P/ ENCAPAR ROLO 2 METROS SORTIDO - MERCUR;MATERIAIS;PLASTICOS; R$ 1,01 ;;MERCUR;9990000043767;39261000;PLASTICO P/ ENCAPAR ROLO;1900400;
4394;TINTA TEMPERA GUACHE 250ml AZUL CELESTE 503 - ACRILEX;MATERIAIS;TINTAS; R$ 5,65 ;2025503;ACRILEX;7891153020136;32131000;TINTA TEMPERA GUACHE 250ml AZUL CELESTE 503 - ACRILEX;1900100;7891153002217
4395;TINTA TEMPERA GUACHE 250ml VERDE BANDEIRA 511- ACRILEX;MATERIAIS;TINTAS; R$ 5,50 ;2025511;ACRILEX;7891153020174;32131000;TINTA TEMPERA GUACHE 250ml VERDE BANDEIRA 511- ACRILEX;1900100;7891153002255
4396;TINTA TEMPERA GUACHE 250ml LARANJA 517 - ACRILEX;MATERIAIS;TINTAS; R$ 5,65 ;20250517;ACRILEX;7891153020181;32131000;TINTA TEMPERA GUACHE 250ml LARANJA 517 - ACRILEX;1900100;7891153002262
4397;TINTA TEMPERA GUACHE 250ml ROSA 537 - ACRILEX;MATERIAIS;TINTAS; R$ 5,65 ;2025537;ACRILEX;7891153020228;32131000;TINTA TEMPERA GUACHE 250ml ROSA 537 - ACRILEX;1900100;7891153020228
4398;TINTA TEMPERA GUACHE 250ml MARROM 531- ACRILEX;MATERIAIS;TINTAS; R$ 5,65 ;2025531;ACRILEX;7891153020211;32131000;TINTA TEMPERA GUACHE 250ml MARROM 531- ACRILEX;1900100;7891153002293
4399;TINTA TEMPERA GUACHE 250ml VERDE FOLHA 510 - ACRILEX;MATERIAIS;TINTAS; R$ 5,65 ;2025510;ACRILEX;7891153020167;32131000;TINTA TEMPERA GUACHE 250ml VERDE FOLHA 510 - ACRILEX;1900100;7891153002248
4400;TINTA TEMPERA GUACHE 250ml AMARELO PESSEGO 538 - ACRILEX;MATERIAIS;TINTAS; R$ 4,16 ;2025538;ACRILEX;7891153020235;32131000;TINTA TEMPERA GUACHE 250ml AMARELO PESSEGO 538 - ACRILEX;1900100;7891153002316
4457;COLCHETE Nº3 CAIXA COM 72 UNIDADES - BACCHI;ESCRITÓRIO E INFORMÁTICA;COLCHETE; R$ 2,66 ;1702-4;BACCHI;7897849617024;83059000;COLCHETE Nº3 CAIXA COM 72 UNIDADES - BACCHI;2803700;7897849617024
4494;APONTADOR VIVO 1 FURO C/ DEPOSITO - MAPED;MATERIAIS;APONTADORES; R$ 0,52 ;63111;MAPED;3154140631116;82141000;APONTADOR VIVO 1 FURO;;
4497;APONTADOR I-GLOO 1 FURO - MAPED;MATERIAIS;APONTADORES; R$ 1,14 ;534754;MAPED;3154145347548;82141000;APONTADOR I-GLOO 1 FURO;2005400;
4499;ARGILA VERMELHA;MATERIAIS;DIVERSOS; R$ 1,80 ;;ELOI JOSE DIAS;4499;25084010;ARGILA VERMELHA;;
4511;PAPEL A4/300gm²/12FLS BLOCO AQUAREL - CANSON;MATERIAIS;PAPELARIA; R$ 15,66 ;66667180;CANSON;7898481578100;48025891;PAPEL A4/300gm²/12FLS BLOCO AQUAREL - CANSON;1901000;
4519;BLOCO OFICIO DIPLOMATA PAUTADO 50 FLS - TILIBRA;MATERIAIS;BLOCOS; R$ 4,17 ;155209;TILIBRA;7891027155209;48202000;BLOCO OFICIO DIPLOMATA P;1902100;
4536;BOLA DE ISOPOR  35 MM;MATERIAIS;ISOPOR; R$ 0,18 ;35;ISOPOR;4536;39231090;BOLA DE ISOPOR  35 MM;2803700;7898111920316
4537;BOLA DE ISOPOR  50 MM;MATERIAIS;ISOPOR; R$ 0,38 ;50;ISOPOR;4537;39269090;BOLA DE ISOPOR  50 MM;2803700;7898111920323
4538;BOLA DE ISOPOR  75 MM;MATERIAIS;ISOPOR; R$ 0,87 ;75;ISOPOR;4538;39269090;BOLA DE ISOPOR  75 MM;2803700;7898111920330
4539;BOLA DE ISOPOR 100 MM;MATERIAIS;ISOPOR; R$ 6,66 ;60037;ISOPOR;4539;39269090;BOLA DE ISOPOR 100 MM;2803700;7898111920347
4552;BORRACHA FC MAX COM CINTA PLASTICA VERMELHA - FABER-CASTELL;MATERIAIS;BORRACHAS; R$ 1,98 ;OF/7024N;FABER-CASTELL;7891360629566;40069000;BORRACHA FC MAX COM CINTA PLASTICA VERMELHA - FABER-CASTELL;;7891360609186
4585;CADERNO MÚSICA 1/4|ESP|48FLS TILI - TILIBRA;MATERIAIS;CADERNOS; R$ 4,76 ;111091;TILIBRA;7891027111090;48202000;CADERNO MÚSICA 1/4|ESP|48FLS TILI - TILIBRA;1902100;7891027554323
4609;CADERNO UNIV|BROCH|CD|96FLS SININHO - GRAFONS;MATERIAIS;CADERNOS; R$ 9,83 ;70280;GRAFONS;7891313702803;48202000;CADERNO UNIV|BROCH|CD|96FLS SININHO - GRAFONS;1902100;
4612;CADERNO UNIV|ESP|200FLS MAIS+ - TILIBRA;MATERIAIS;CADERNOS; R$ 4,45 ;114782;TILIBRA;7891027114787;48202000;CADERNO UNIV|ESP|200FLS MAIS+ - TILIBRA;1902100;
4638;CADERNO UNIV|ESP|CD|96FLS JUDY - FORONI;MATERIAIS;CADERNOS; R$ 4,83 ;312230;FORONI;7899264317299;48202000;CADERNO UNIV|ESP|CD|96FLS JUDY - FORONI;1902100;
4665;CADERNO UNIV|ESP|CD|80FLS ROSARIO 1A;MATERIAIS;CADERNOS; R$ 13,00 ;;INDEPENDENCIA;4665;48202000;CADERNO UNIV|ESP|CD|80FLS ROSARIO 1A;1902100;
4669;CANETA HIDRO 12 CORES COMPACTOR COLOR JUMBO - COMPACTOR;MATERIAIS;CANETAS; R$ 11,20 ;81000;COMPACTOR;7896572011031;96082000;CANETA HIDRO 12 CORES COMPACTOR COLOR JUMBO - COMPACTOR;1902800;7896572011048
4687;CANETA HIDR 12 CORES GIGANTE NEO-PEN - COMPACTOR;MATERIAIS;CANETAS; R$ 5,48 ;1920000;COMPACTOR;7896572010065;96082000;CANETA HIDR 12 CORES GIGANTE NEO-PEN - COMPACTOR;1902800;7896572028572
4694;CANETA HIDRO 12 CORES COLORS 409 - FABER-CASTELL;MATERIAIS;CANETAS; R$ 9,32 ;150112CZF;FABER-CASTELL;7891360577485;96082000;CONJUNTO DE CANETAS HIDROCOR PONTA FINA COM 12 CORES;1902800;7891360577492
4698;MARCA TEXTO LUMI COLOR 200-SL ROSA - PILOT;MATERIAIS;MARCADORES; R$ 2,09 ;1440002CX012RO;PILOT;7897424082148;96082000;MARCA TEXTO LUMI COLOR 200-SL ROSA - PILOT;1902800;7897424016747
4707;CANETA HIDRO 12 CORES 4.0mm COLOR 850-L JUNIOR - PILOT;MATERIAIS;CANETAS; R$ 27,39 ;2420030JG00010;PILOT;7897424000074;96082000;CANETA HIDRO 12 CORES 4.0mm COLOR 850-L JUNIOR - PILOT;1902800;7897424000074
109495;EVA GLITTER 40x60cm 2mm PRETO - MAKE+;MATERIAIS;DIVERSOS; R$ 3,36 ;9741;MAKE+;109495;39211900;EVA GLITTER 40x60cm 2mm PRETO - MAKE+;;7897779741103
4723;CARVAO P/ DESENHO - CORFIX;MATERIAIS;GIZ; R$ 10,00 ;;CORFIX;7896011700168;96099000;CARVAO P/ DESENHO - CORF;;27896011700162
4728;CLIPS Nº 3/0 NIQUELADO COM 50 UNIDADES - BACCHI;ESCRITÓRIO E INFORMÁTICA;CLIPS E GRAMPOS; R$ 1,51 ;4086;BACCHI;7897849604086;83059000;CLIPS Nº 3/0 NIQUELADO COM 50 UNIDADES - BACCHI;2803700;7897849604086
4732;COLA GLITTER 23g 6 CORES - ACRILEX;MATERIAIS;COLAS; R$ 9,80 ;29230000;ACRILEX;7891153029078;35069190;COLA GLITTER 23g 6 CORES - ACRILEX;;7891153029078
4733;COLA ISOCOLA P/ ISOPOR 40 g - FRAMA;MATERIAIS;COLAS; R$ 1,07 ;;FRAMA;7897562237714;35061090;COLA ISOCOLA P/ ISOPOR 40 g -;;
4734;COLA ISOPOR 40g POLAR - COMPACTOR;MATERIAIS;COLAS; R$ 2,27 ;906;COMPACTOR;7896572014216;35069190;COLA ISOPOR 40g POLAR - COMPACTOR;;7896572014223
4736;COLA BRANCA 40g POLAR - COMPACTOR;MATERIAIS;COLAS; R$ 1,50 ;890;COMPACTOR;7896572014056;35069120;COLA BRANCA 40g POLAR - COMPACTOR;;7896572014063
4737;COLA BRANCA 90g POLAR - COMPACTOR;MATERIAIS;COLAS; R$ 2,40 ;892;COMPACTOR;7896572014070;35069120;COLA BRANCA 90g POLAR - COMPACTOR;;7896572014087
4743;COLCHETE NO 15 CAIXA - BACCHI;ESCRITÓRIO E INFORMÁTICA;COLCHETE; R$ 7,49 ;1714-7;BACCHI;7897849617147;83059000;COLCHETE NO 15 CAIXA -;2803700;
4744;COLCHETE NO 11 CAIXA- BACCHI;MATERIAIS;FERRAGENS; R$ 8,51 ;1710-9;BACCHI;7897849617109;83059000;COLCHETE NO 11 CAIXA- BACCHI;;
4745;COLCHETE Nº5 CAIXA COM 72 UNIDADES - BACCHI;ESCRITÓRIO E INFORMÁTICA;COLCHETE; R$ 3,34 ;;BACCHI;7897849617048;83059000;COLCHETE Nº5 CAIXA COM 72 UNIDADES - BACCHI;2806100;7897849617048
4754;COMPASSO S/ TIRALINHA - COMPACTOR;MATERIAIS;COMPASSOS; R$ 4,91 ;91;COMPACTOR;9990000047543;90172000;COMPASSO S/ TIRALINHA - COMPA;;
4766;CORRETIVO 18ml LIQUIDO ECO - FABER CASTELL;MATERIAIS;CORRETIVOS E DILUENTES; R$ 3,55 ;OF/7070;FABER-CASTELL;7891360300175;38249929;CORRETIVO 18ml LIQUIDO ECO - FABER CASTELL;;7891360308232
4780;ESQUADRO 60 21 CM - BANDEIRANTES;MATERIAIS;REGUAS; R$ 0,22 ;;BANDEIRANTES;9990000047802;90172000;ESQUADRO 60 21 CM - B;;
4855;ESTOJO MORMAII MKUT66107 - VS;MATERIAIS;ESTOJOS; R$ 8,21 ;MKT66107;MORMAII;7899272658513;42021220;ESTOJO MORMAII MKUT66107 -;1900500;
4899;ETIQUETA 1L SIMPLES  ROLO - 3M;MATERIAIS;ETIQUETAS E CRACHAS; R$ 2,07 ;;3M;4899;48211000;ETIQUETA 1L SIMPLES  ROL;2803700;
4911;ETIQUETA REFORCO TRANSP OP-2233 C/150 - PIMACO;MATERIAIS;ETIQUETAS E CRACHAS; R$ 2,18 ;OP2233;PIMACO;7896041959154;39199010;ETIQUETA REFORCO - PIMAC;;
4949;PAPEL VEGETAL A4 60 GR UNIDADE - CANSON;MATERIAIS;PAPELARIA; R$ 0,22 ;66667079;CANSON;4949;48063000;PAPEL VEGETAL A4 60 GR UNIDAD;1902100;7898481570913
4969;GRAFITE 0.7mm HB COM 12 MINAS DE HI-POLYMER - PENTEL;MATERIAIS;GRAFITES; R$ 2,15 ;50-GBX;PENTEL;72512007686;96092000;GRAFITE 0.7mm HB COM 12 MINAS DE HI-POLYMER - PENTEL;;72512007686
4987;GRAMPO 26/6 COBREADOS COM 5000 UNIDADES - BACCHI;MATERIAIS;GRAMPOS/EXTRATORES; R$ 5,16 ;21595;BACCHI;7897849621595;83052000;GRAMPO 26/6 COBREADOS COM 5000 UNIDADES - BACCHI;;7897849621595
4990;TINTA TEMPERA GUACHE 15ml COM 6 CORES  - ACRILEX;MATERIAIS;TINTAS; R$ 3,01 ;2020;ACRILEX;7891153020310;32131000;TINTA TEMPERA GUACHE 15ml COM 6 CORES  - ACRILEX;1900100;7891153002545
4994;PLACA DE ISOPOR 15mm 100x50cm INTEIRA;MATERIAIS;ISOPOR; R$ 4,87 ;10;ISOPOR;4994;39203000;PLACA DE ISOPOR 15mm 100x50cm INTEIRA;1001700;
4998;PLACA DE ISOPOR 20mm 100x50cm INTEIRA;MATERIAIS;ISOPOR; R$ 6,08 ;20;ISOPOR;4998;39031900;PLACA DE ISOPOR 20mm 100x50cm INTEIRA;1001700;7897008900301
5001;LAMINA P/ ESTILETE ESTREITA 09MM C/ 10 - TRIS;MATERIAIS;ESTILETES/LAMINAS; R$ 0,16 ;;TRIS;7897476600994;82119390;LAMINA P/ ESTILETE ESTREITA 09MM C/ 10 - TRIS;801700;
5002;LAMINA P/ ESTILETE LARGA 18MM C/10 - NORMA;MATERIAIS;ESTILETES/LAMINAS; R$ 0,21 ;;NORMA;9990000050024;82119390;LAMINA P/ ESTILETE LARGA 18MM;801700;
5011;CANETA ESF 1.0mm 4X1 CORES RETRATIL ORIGINAL AZUL - BIC;MATERIAIS;CANETAS; R$ 5,06 ;999910;BIC;70330100664;96081000;CANETA ESF 1.0mm 4X1 CORES RETRATIL ORIGINAL AZUL - BIC;1902700;70330246232
5015;BORRACHA LAPIS 7000 ECOLÁPIS - FABER-CASTELL;MATERIAIS;BORRACHAS; R$ 2,71 ;OF7000;FABER-CASTELL;7891360628811;40169200;BORRACHA LAPIS 7000 ECOLÁPIS - FABER-CASTELL;;7891360431626
5024;LAPIS DE COR C/12  GRIP LATA - FABER CASTELL;MATERIAIS;LAPIS; R$ 12,11 ;121012LT;FABER-CASTELL;7891360629351;38089919;LAPIS DE COR C/12 LATA 121012;;7891360629368
5027;LAPIS PRETO UNICEF - TILIBRA;MATERIAIS;LAPIS; R$ 0,54 ;211923;TILIBRA;7891027211929;96091000;LAPIS PRETO UNICEF - TILIBRA;;
5034;LAPIS PRETO MONSTER HIGH - TRIS;MATERIAIS;LAPIS; R$ 0,74 ;663487;TRIS;7897476663494;96091000;LAPIS PRETO MONSTER HIGH;;
5035;LAPIS PRETO 2HB REDONDO MAX COLORS - FABER-CASTELL;MATERIAIS;LAPIS; R$ 0,64 ;1205M/ED72;FABER-CASTELL;7891360471196;96091000;LAPIS PRETO 2HB REDONDO MAX COLORS - FABER-CASTELL;;7891360576013
5036;LAPIS PRETO BIC PIJAMA HB Nº2 - BIC;MATERIAIS;LAPIS; R$ 0,44 ;1105108;BIC;70330423534;96091000;LAPIS PRETO BIC PIJAMA HB Nº2;;
5038;LAPIS PRETO JOLIE - TILIBRA;MATERIAIS;LAPIS; R$ 0,61 ;231240;TILIBRA;7891027231248;96091000;LAPIS PRETO JOLIE - TILIBRA;;
5040;LAPIS PRETO BOLA DA VEZ- FABER CASTELL;MATERIAIS;LAPIS; R$ 0,47 ;935BOLA;FABER-CASTELL;7891360598473;38089919;LAPIS PRETO BOLA 935 - FABER;;
5041;LAPIS PRETO HB NORIS 120-2 - STAEDTLER;MATERIAIS;LAPIS; R$ 1,53 ;120212;STAEDTLER;4007817104620;96091000;LAPIS PRETO HB NORIS 120-2 - STAEDTLER;;4007817104620
5042;LAPIS PRETO BANDEIRA - FABER CASTELL;MATERIAIS;LAPIS; R$ 0,34 ;932;FABER-CASTELL;7891360424420;38089919;LAPIS PRETO 932 BANDEIRA;;
5044;LAPIS PRETO 935 CIRCO - FABER CASTELL;MATERIAIS;LAPIS; R$ 0,28 ;935CIR;FABER-CASTELL;7891360503750;38089919;LAPIS PRETO 935 CIRCO - FABER;;
5058;LAPISEIRA 0.5 PROGREX LARANJA - PILOT;MATERIAIS;LAPISEIRAS; R$ 2,35 ;;PILOT;4902505377877;96084000;LAPISEIRA 0.5 PROGREX - PILOT;1903000;
5062;LAPISEIRA 0.7mm SHARP P207-C LEGITIMA AZUL - PENTEL;MATERIAIS;LAPISEIRAS; R$ 12,11 ;P207-CPB;PENTEL;3474372207003;96084000;LAPISEIRA 0.7mm SHARP P207-C LEGITIMA AZUL - PENTEL;;4902506040251
5063;LAPISEIRA 0.9mm SHARP LEGITIMA AMARELO - PENTEL;MATERIAIS;LAPISEIRAS; R$ 11,16 ;P209GPB;PENTEL;3474372209007;96084000;LAPISEIRA 0.9mm SHARP LEGITIMA AMARELO - PENTEL;;4902506040268
5072;LIXA DAGUA GROSSA  80;MATERIAIS;DIVERSOS; R$ 1,49 ;80;TIGRE;7893946052560;68052000;LIXA DAGUA GROSSA  80;800200;7893946053123
5089;MASSINHA DE MODELAR 12 CORES 180g PLASTILINA - ACRILEX;MATERIAIS;MASSAS PARA MODELAR; R$ 4,23 ;7012;ACRILEX;7891153070124;34070010;MASSINHA DE MODELAR 12 CORES 180g PLASTILINA - ACRILEX;;7891153011509
5114;MOCHILA ESTRELAS MS45049LX - LUXCEL;MATERIAIS;MOCHILAS E MOCHILETES; R$ 14,15 ; MS45049LX;LUXCEL;6952786804348;42029200;MOCHILA ESTRELAS MS45049LX;1900500;
5138;PAPEL CARBONO MAQUINA PRETO - HELIOS;MATERIAIS;PAPELARIA; R$ 0,11 ;;HELIOS;5138;48169010;PAPEL CARBONO MAQUINA PRETO - HELIOS;1901800;
5139;PAPEL CARBONO PRETO - TRIS;MATERIAIS;PAPELARIA; R$ 0,19 ;;TRIS;5139;48169010;PAPEL CARBONO PRETO - TRIS;1901800;
5143;PAPEL CARBONO AZUL - TRIS;ESCRITÓRIO E INFORMÁTICA;DIVERSOS; R$ 0,28 ;619750;TRIS;5143;48169010;PAPEL CARBONO PAPEL AZUL;1901800;7896326933237
5156;PAPEL CREATIVE PAPER 40FLS 80GR - FORONI;MATERIAIS;PAPELARIA; R$ 4,98 ;4623;FORONI;7899264392364;48025610;PAPEL CREATIVE PAPER - FORONI;1903100;27899264392351
5166;FOLHA P/ FICHARIO MEIO OFICIO C/ 2 E 4 FUROS - TILIBRA;MATERIAIS;BLOCOS; R$ 2,73 ;151921;TILIBRA;7891027151928;48202000;FOLHA P/ FICHARIO MEIO O;1902100;
5219;PILHA ALCALINA BATERIA 6LR61 9V - DURACELL;MATERIAIS;PILHAS; R$ 19,90 ;MN1604B1;DURACELL;41333001043;85061031;PILHA ALCALINA BATERIA 6LR61 9V - DURACELL;;20041333050731
5220;PILHA ALCALINA AAA/1,5V/LR03 2 UNIDADES PALITO - DURACELL;MATERIAIS;PILHAS; R$ 10,19 ;MN2400B2;DURACELL;41333001074;85061019;PILHA ALCALINA AAA/1,5V/LR03 2 UNIDADES PALITO - DURACELL;;10041333589647
5221;PILHA ALCALINA MINI 21/23 C/1 - DURACELL;MATERIAIS;PILHAS; R$ 5,90 ;;DURACELL;41333121062;85061010;PILHA ALCALINA MINI 21/23  DUR;2804300;
5224;PILHA ALCALINA AA/1,5V/LR6 2 UNIDADES - DURACELL;MATERIAIS;PILHAS; R$ 9,74 ;MN1500B2;DURACELL;41333001005;85061019;PILHA ALCALINA AA/1,5V/LR6 2 UNIDADES - DURACELL;;10041333586646
5230;PINCEL REDONDO 510.0 NO. 0;MATERIAIS;PINCEIS; R$ 0,60 ;26600;CASTELO;7898346153640;96033000;PINCEL REDONDO 510.0 NO. 0;;
5232;PINCEL REDONDO 510.06 NO 06;MATERIAIS;PINCEIS; R$ 0,71 ;26606;CASTELO;7898346153671;96033000;PINCEL REDONDO 510.06 NO 06;;
5233;PINCEL REDONDO 510.08 NO 08;MATERIAIS;PINCEIS; R$ 0,73 ;26608;CASTELO;7898346153688;96033000;PINCEL REDONDO 510.08 NO 08;;
5234;PINCEL REDONDO 510.10 NO 10;MATERIAIS;PINCEIS; R$ 0,78 ;26610;CASTELO;7898346153695;96033000;PINCEL REDONDO 510.10 NO 10;;
5235;PINCEL REDONDO 510.12 NO 12;MATERIAIS;PINCEIS; R$ 0,79 ;26612;CASTELO;7898346153701;96033000;PINCEL REDONDO 510.12 NO 12;;
5236;PINCEL REDONDO 510.14 NO 14;MATERIAIS;PINCEIS; R$ 0,92 ;26614;CASTELO;7898346153718;96033000;PINCEL REDONDO 510.14 NO 14;;
5237;PINCEL REDONDO 510.16 NO 16;MATERIAIS;PINCEIS; R$ 1,36 ;26616;CASTELO;7898346153725;96033000;PINCEL REDONDO 510.16 NO 16;;
5244;PINCEL CHATO 267 NO 02 - TIGRE;MATERIAIS;PINCEIS; R$ 1,16 ;26702;TIGRE;7891395030399;96033000;PINCEL CHATO N 02;;
5246;PINCEL Nº 04 CHATO RETO 267-04 PONEI - TIGRE;MATERIAIS;PINCEIS; R$ 1,57 ;28104;TIGRE;7891395030405;96033000;PINCEL Nº 04 CHATO RETO 267-04 PONEI - TIGRE;110100;17891395030402
5247;PINCEL BATEDOR - CONDOR;MATERIAIS;PINCEIS; R$ 4,36 ;465-0;;7891055230404;96033000;PINCEL BATEDOR - CONDOR;;
5252;PINCEL REDONDO CURTO 04 VERMELHO - CONDOR;MATERIAIS;PINCEIS; R$ 1,10 ;13004;CONDOR;7891055034798;96033000;PINCEL REDONDO CURTO 04 CONDOR;;
5260;PINCEL REDONDO 510.02 NO. 02;MATERIAIS;PINCEIS; R$ 0,60 ;26602;CASTELO;7898346153657;96033000;PINCEL REDONDO 510.02 NO. 02;;
5263;PLASTICO CRISTAL 0,10 - METRO  ;MATERIAIS;PLASTICOS; R$ 5,84 ;;PLAVITEC;5263;39211200;PLASTICO CRISTAL 0,10 - METRO;1000700;7898966682391
5280;REGUA 30 CM - CH;MATERIAIS;REGUAS; R$ 0,11 ;1002;;7896640401177;90172000;REGUA 30 CM - XALINGO;;
5291;REGUA 30cm ALUMINIO - JOCAR OFFICE;MATERIAIS;REGUAS; R$ 3,26 ;99001;LEONORA;7897256274346;90172000;REGUA 30cm ALUMINIO - JOCAR OFFICE;802100;67897256274348
5295;REGUA 15cm CRISTAL - MAXCRIL;MATERIAIS;REGUAS; R$ 0,61 ;;MAXCRIL;5295;90172000;REGUA 15cm CRISTAL - MAXCRIL;;7897294400158
5309;TESOURA 5 LAMINAS CORTE CRIATIVO - MAPED;MATERIAIS;TESOURAS; R$ 39,12 ;601005;MAPED;3154146010052;82130000;TESOURA 5 LAMINAS CORTE CRIATIVO - MAPED;801800;
110816;TRANSFORMANDO O SOFRIMENTO EM ALEGRIA - SEXTANTE - GMT;LIVROS;RELIGIOSOS; R$ 29,94 ;9,78854E+12;SEXTANTE - GMT;9788543105048;49019900;TRANSFORMANDO O SOFRIMENTO EM ALEGRIA - SEXTANTE - GMT;;
5330;TELA DE PINTURA 20x20cm TECIDO E MOLDURA DE MADEIRA - SOUZA;MATERIAIS;TELAS; R$ 4,32 ;8103;SOUZA;7896309204934;59019000;TELA DE PINTURA 20x20cm TECIDO E MOLDURA DE MADEIRA - SOUZA;;7896309204934
5378;GRAMPO 26/6 COBREADOS COM 1000 UNIDADES - BACCHI;MATERIAIS;GRAMPOS/EXTRATORES; R$ 1,53 ;2152-6;BACCHI;7897849621526;83052000;GRAMPO 26/6 COBREADOS COM 1000 UNIDADES - BACCHI;;7897849621526
5380;BORRACHA P/ LAPISEIRA PAPER MATE - GILLETE;MATERIAIS;BORRACHAS; R$ 0,01 ;;PAPER MATE;5380;40169200;BORRACHA P/ LAPISEIRA PA;;
5392;TRANSPARENCIA IMPRESSORA JATO DE TINTA - CEMIL;MATERIAIS;PAPELARIA; R$ 1,81 ;;CEMIL;5392;39206299;TRANSPARENCIA IMPRESSORA JATO DE TINTA - CEMIL;1902500;
5446;CALCA COLEGIAL FEM 08 AZUL - LOOK BRASIL;UNIFORMES;ROSARIO MARISTA; R$ 47,14 ;D8;LOOK BRASIL;5446;61046900;CALCA COLEGIAL FEM 08 AZUL - LOOK BRASIL;2805900;
5447;CALCA COLEGIAL FEM 10 AZUL - LOOK BRASIL;UNIFORMES;ROSARIO MARISTA; R$ 58,23 ;D8;LOOK BRASIL;5447;61046900;CALCA COLEGIAL FEM 10 AZUL - LOOK BRASIL;2805900;
5451;CALCA CAPRI HELANCA F. AZ FEM. 08 - LOOK BRASIL;UNIFORMES;ROSARIO MARISTA; R$ 20,84 ;D10;LOOK BRASIL;5451;61029000;CALCA CAPRI HEL F. AZ FEM. 8;;
5488;CAMISETA SM ASSUNCAO STRONG FEM. BR. P - LOOK BRASIL;UNIFORMES;ASSUNÇÃO; R$ 15,53 ;;LOOK BRASIL;5488;61099000;CAMISETA SM ST FEM BR P ASSUN;;
5493;TESOURA ESCOLAR TRIS CLASS - SUMMIT;MATERIAIS;TESOURAS; R$ 2,04 ;601588;TRIS;7897476601571;82130000;TESOURA ESCOLAR TRIS CLASS;801800;
5507;LAPIS PRETO HB 2 REDONDO ECOLÁPIS MAX COM BORRACHA AZUL - FABER-CASTELL;MATERIAIS;LAPIS; R$ 0,83 ;1210AZ/B;FABER-CASTELL;7891360491446;96091000;LAPIS PRETO HB 2 REDONDO ECOLÁPIS MAX COM BORRACHA AZUL - FABER-CASTELL;;7891360544487
5518;CAPA PARA CADERNO UNIV ERSITARIO UNIDADE;MATERIAIS;CADERNOS; R$ 1,80 ;601;DEO;9990000055180;39261000;CAPA PARA CADERNO UNIV ERSITARIO UNIDADE;1900400;
5528;COLA PARA EVA E ISOPOR 35g - ACRILEX;MATERIAIS;COLAS; R$ 2,61 ;17335;ACRILEX;7891153003733;35069190;COLA PARA EVA E ISOPOR 35g - ACRILEX;;7891153003740
5593;CANETA ESF 1.0mm CRISTAL DURA+ AZUL - BIC;MATERIAIS;CANETAS; R$ 28,58 ;1101066;BIC;5593;96081000;CANETA ESF 1.0mm CRISTAL DURA+ AZUL - BIC;1902700;
5594;CANETA ESF 1.0mm CRISTAL DURA+ PRETA - BIC;MATERIAIS;CANETAS; R$ 0,64 ;835208;BIC;5594;96081000;CANETA ESF 1.0mm CRISTAL DURA+ PRETA - BIC;1902700;
5596;CANETA ESF 1.0mm CRISTAL DURA+ VERMELHA - BIC;MATERIAIS;CANETAS; R$ 0,62 ;1105084;BIC;5596;96081000;CANETA ESF 1.0mm CRISTAL DURA+ VERMELHA - BIC;1902700;
5597;CANETA ESF 0.8mm CRISTAL FINA AZUL - BIC;MATERIAIS;CANETAS; R$ 0,59 ;902452;BIC;5597;96081000;CANETA ESF 0.8mm CRISTAL FINA AZUL - BIC;1902700;70330198722
5598;CANETA ESF 0.8mm CRISTAL FINA PRETA - BIC;MATERIAIS;CANETAS; R$ 0,59 ;902454;BIC;5598;96081000;CANETA ESF 0.8mm CRISTAL FINA PRETA - BIC;1902700;70330198739
5620;CANETA ESF 0.7mm BP-S NI-F AZUL- PILOT;MATERIAIS;CANETAS; R$ 4,59 ;1410001CX012AZ;PILOT;7897424080014;96081000;CANETA ESF 0.7mm BP-S NI-F AZUL- PILOT;1902700;7897424000012
5621;CANETA ESF 0.7mm BP-S NI-F PRETA - PILOT;MATERIAIS;CANETAS; R$ 4,59 ;1410001CX012PR;PILOT;7897424080021;96081000;CANETA ESF 0.7mm BP-S NI-F PRETA - PILOT;1902700;7897424000029
